timestamp,AccelerationX,AccelerationY,AccelerationZ,MagneticFieldX,MagneticFieldY,MagneticFieldZ,Z-AxisAgle(Azimuth),X-AxisAngle(Pitch),Y-AxisAngle(Roll),GyroX,GyroY,GyroZ,id,id_group,id_class,AccelerationX_lag1,AccelerationX_lag2,AccelerationX_lag3,AccelerationX_lag5,GyroX_lag1,GyroX_lag2,GyroX_lag3,GyroX_lag5
1422956718541,5.765,-7.525,2.398,-18.315,33.899,10.379,346.015,68.202,36.794,-0.052,-0.033,0.01,81.0,-1.0,0,5.765,5.765,5.765,5.815,-0.052,-0.052,-0.052,-0.052
1422956718736,5.954,-7.43,2.585,-17.422,31.953,10.048,346.015,68.202,36.794,-0.052,-0.033,0.01,81.0,-1.0,0,5.765,5.765,5.765,5.815,-0.052,-0.052,-0.052,-0.052
1422956718740,5.954,-7.43,2.585,-17.422,31.953,10.048,346.015,68.202,36.794,-0.052,-0.033,0.01,81.0,-1.0,0,5.954,5.765,5.765,5.765,-0.052,-0.052,-0.052,-0.052
1422956718936,5.954,-7.43,2.585,-17.422,31.953,10.048,346.015,68.202,36.794,-0.052,-0.033,0.01,81.0,-1.0,0,5.954,5.954,5.765,5.765,-0.052,-0.052,-0.052,-0.052
1422956718940,5.954,-7.43,2.585,-17.422,31.953,10.048,346.015,68.202,36.794,-0.052,-0.033,0.01,81.0,-1.0,0,5.954,5.954,5.954,5.765,-0.052,-0.052,-0.052,-0.052
1422956719137,5.954,-7.43,2.585,-17.422,31.953,10.048,346.015,68.202,36.794,-0.052,-0.033,0.01,81.0,-1.0,0,5.954,5.954,5.954,5.765,-0.052,-0.052,-0.052,-0.052
1422956719141,5.954,-7.43,2.585,-17.422,31.953,10.048,346.015,68.202,36.794,-0.052,-0.033,0.01,81.0,-1.0,0,5.954,5.954,5.954,5.954,-0.052,-0.052,-0.052,-0.052
1422956719336,5.945,-7.434,2.565,-18.002,32.23,10.945,346.015,68.202,36.794,-0.052,-0.033,0.01,81.0,-1.0,0,5.954,5.954,5.954,5.954,-0.052,-0.052,-0.052,-0.052
1422956719348,5.945,-7.434,2.565,-18.002,32.23,10.945,346.015,68.202,36.794,-0.052,-0.033,0.01,81.0,-1.0,0,5.945,5.954,5.954,5.954,-0.052,-0.052,-0.052,-0.052
1422956719536,5.945,-7.434,2.565,-18.002,32.23,10.945,346.015,68.202,36.794,-0.052,-0.033,0.01,81.0,-1.0,0,5.945,5.945,5.954,5.954,-0.052,-0.052,-0.052,-0.052
1422956719540,5.945,-7.434,2.565,-18.002,32.23,10.945,346.015,68.202,36.794,-0.052,-0.033,0.01,81.0,-1.0,0,5.945,5.945,5.945,5.954,-0.052,-0.052,-0.052,-0.052
1422956719737,5.964,-7.462,2.496,-16.24,34.27,10.576,346.015,68.202,36.794,-0.008,0.024,-0.005,81.0,-1.0,0,5.945,5.945,5.945,5.954,-0.052,-0.052,-0.052,-0.052
1422956719740,5.964,-7.462,2.496,-16.24,34.27,10.576,346.015,68.202,36.794,-0.008,0.024,-0.005,81.0,-1.0,0,5.964,5.945,5.945,5.945,-0.008,-0.052,-0.052,-0.052
1422956719935,5.964,-7.462,2.496,-16.24,34.27,10.576,346.015,68.202,36.794,-0.008,0.024,-0.005,81.0,-1.0,0,5.964,5.964,5.945,5.945,-0.008,-0.008,-0.052,-0.052
1422956719959,5.964,-7.462,2.496,-16.24,34.27,10.576,346.015,68.202,36.794,-0.008,0.024,-0.005,81.0,-1.0,0,5.964,5.964,5.964,5.945,-0.008,-0.008,-0.008,-0.052
1422956720136,5.924,-7.48,2.5,-17.456,32.37,10.876,346.015,68.202,36.794,-0.002,0.0,0.008,81.0,-1.0,0,5.964,5.964,5.964,5.945,-0.008,-0.008,-0.008,-0.052
1422956720139,5.924,-7.48,2.5,-17.456,32.37,10.876,346.015,68.202,36.794,-0.002,0.0,0.008,81.0,-1.0,0,5.924,5.964,5.964,5.964,-0.002,-0.008,-0.008,-0.008
1422956720337,5.924,-7.48,2.5,-17.456,32.37,10.876,346.015,68.202,36.794,-0.002,0.0,0.008,81.0,-1.0,0,5.924,5.924,5.964,5.964,-0.002,-0.002,-0.008,-0.008
1422956720341,5.924,-7.48,2.5,-17.456,32.37,10.876,346.015,68.202,36.794,-0.002,0.0,0.008,81.0,-1.0,0,5.924,5.924,5.924,5.964,-0.002,-0.002,-0.002,-0.008
1422956720536,5.608,-7.266,3.017,-18.21,32.434,11.075,346.015,68.202,36.794,-0.041,0.029,0.036,81.0,-1.0,0,5.924,5.924,5.924,5.964,-0.002,-0.002,-0.002,-0.008
1422956720539,5.608,-7.266,3.017,-18.21,32.434,11.075,346.015,68.202,36.794,-0.041,0.029,0.036,81.0,-1.0,0,5.608,5.924,5.924,5.924,-0.041,-0.002,-0.002,-0.002
1422956722741,5.78,-7.597,2.951,-17.456,32.37,11.208,346.015,68.202,36.794,-0.062,0.135,-0.019,82.0,-1.0,0,5.608,5.608,5.924,5.924,-0.041,-0.041,-0.002,-0.002
1422956722745,5.78,-7.597,2.951,-17.456,32.37,11.208,346.015,68.202,36.794,-0.062,0.135,-0.019,82.0,-1.0,0,5.78,5.608,5.608,5.924,-0.062,-0.041,-0.041,-0.002
1422956722936,5.78,-7.597,2.951,-17.456,32.37,11.208,346.015,68.202,36.794,-0.062,0.135,-0.019,82.0,-1.0,0,5.78,5.78,5.608,5.924,-0.062,-0.062,-0.041,-0.002
1422956722961,5.918,-7.345,2.699,-19.688,32.539,11.374,346.015,68.202,36.794,-0.001,0.046,-0.069,82.0,-1.0,0,5.78,5.78,5.78,5.608,-0.062,-0.062,-0.062,-0.041
1422956723162,5.918,-7.345,2.699,-19.688,32.539,11.374,346.015,68.202,36.794,-0.001,0.046,-0.069,82.0,-1.0,0,5.918,5.78,5.78,5.608,-0.001,-0.062,-0.062,-0.041
1422956723165,5.918,-7.345,2.699,-19.688,32.539,11.374,346.015,68.202,36.794,-0.001,0.046,-0.069,82.0,-1.0,0,5.918,5.918,5.78,5.78,-0.001,-0.001,-0.062,-0.062
1422956723336,5.918,-7.345,2.699,-19.688,32.539,11.374,346.015,68.202,36.794,-0.001,0.046,-0.069,82.0,-1.0,0,5.918,5.918,5.918,5.78,-0.001,-0.001,-0.001,-0.062
1422956723382,6.101,-7.232,2.735,-19.345,31.18,14.027,346.015,68.202,36.794,0.013,-0.035,0.013,82.0,-1.0,0,5.918,5.918,5.918,5.78,-0.001,-0.001,-0.001,-0.062
1422956723581,6.101,-7.232,2.735,-19.345,31.18,14.027,346.015,68.202,36.794,0.013,-0.035,0.013,82.0,-1.0,0,6.101,5.918,5.918,5.918,0.013,-0.001,-0.001,-0.001
1422956723585,6.101,-7.232,2.735,-19.345,31.18,14.027,346.015,68.202,36.794,0.013,-0.035,0.013,82.0,-1.0,0,6.101,6.101,5.918,5.918,0.013,0.013,-0.001,-0.001
1422956723736,6.101,-7.232,2.735,-19.345,31.18,14.027,346.015,68.202,36.794,0.013,-0.035,0.013,82.0,-1.0,0,6.101,6.101,6.101,5.918,0.013,0.013,0.013,-0.001
1422956723793,6.167,-7.314,2.644,-19.638,30.542,12.552,346.015,68.202,36.794,-0.031,-0.02,0.011,82.0,-1.0,0,6.101,6.101,6.101,5.918,0.013,0.013,0.013,-0.001
1422956723992,6.167,-7.314,2.644,-19.638,30.542,12.552,346.015,68.202,36.794,-0.031,-0.02,0.011,82.0,-1.0,0,6.167,6.101,6.101,6.101,-0.031,0.013,0.013,0.013
1422956723996,6.167,-7.314,2.644,-19.638,30.542,12.552,346.015,68.202,36.794,-0.031,-0.02,0.011,82.0,-1.0,0,6.167,6.167,6.101,6.101,-0.031,-0.031,0.013,0.013
1422956724137,6.167,-7.314,2.644,-19.638,30.542,12.552,346.015,68.202,36.794,-0.031,-0.02,0.011,82.0,-1.0,0,6.167,6.167,6.167,6.101,-0.031,-0.031,-0.031,0.013
1422956724213,6.066,-7.36,2.571,-19.74,30.177,13.629,346.015,68.202,36.794,-0.089,-0.04,0.053,82.0,-1.0,0,6.167,6.167,6.167,6.101,-0.031,-0.031,-0.031,0.013
1422956724341,6.066,-7.36,2.571,-19.74,30.177,13.629,346.015,68.202,36.794,-0.089,-0.04,0.053,82.0,-1.0,0,6.066,6.167,6.167,6.167,-0.089,-0.031,-0.031,-0.031
1422956724345,6.066,-7.36,2.571,-19.74,30.177,13.629,346.015,68.202,36.794,-0.089,-0.04,0.053,82.0,-1.0,0,6.066,6.066,6.167,6.167,-0.089,-0.089,-0.031,-0.031
1422956724541,6.066,-7.36,2.571,-19.74,30.177,13.629,346.015,68.202,36.794,-0.089,-0.04,0.053,82.0,-1.0,0,6.066,6.066,6.066,6.167,-0.089,-0.089,-0.089,-0.031
1422956724545,6.066,-7.36,2.571,-19.74,30.177,13.629,346.015,68.202,36.794,-0.089,-0.04,0.053,82.0,-1.0,0,6.066,6.066,6.066,6.167,-0.089,-0.089,-0.089,-0.031
1422956724736,6.066,-7.36,2.571,-19.74,30.177,13.629,346.015,68.202,36.794,-0.089,-0.04,0.053,82.0,-1.0,0,6.066,6.066,6.066,6.066,-0.089,-0.089,-0.089,-0.089
1422956724763,5.984,-7.427,2.445,-19.859,29.651,13.861,346.015,68.202,36.794,0.004,0.008,0.001,82.0,-1.0,0,6.066,6.066,6.066,6.066,-0.089,-0.089,-0.089,-0.089
1422956724961,5.984,-7.427,2.445,-19.859,29.651,13.861,346.015,68.202,36.794,0.004,0.008,0.001,82.0,-1.0,0,5.984,6.066,6.066,6.066,0.004,-0.089,-0.089,-0.089
1422956724985,5.984,-7.427,2.445,-19.859,29.651,13.861,346.015,68.202,36.794,0.004,0.008,0.001,82.0,-1.0,0,5.984,5.984,6.066,6.066,0.004,0.004,-0.089,-0.089
1422956725136,5.984,-7.427,2.445,-19.859,29.651,13.861,346.015,68.202,36.794,0.004,0.008,0.001,82.0,-1.0,0,5.984,5.984,5.984,6.066,0.004,0.004,0.004,-0.089
1422956725190,6.003,-7.518,2.367,-19.009,31.245,14.439,346.015,68.202,36.794,-0.004,0.014,-0.035,82.0,-1.0,0,5.984,5.984,5.984,6.066,0.004,0.004,0.004,-0.089
1422956725391,6.003,-7.518,2.367,-19.009,31.245,14.439,346.015,68.202,36.794,-0.004,0.014,-0.035,82.0,-1.0,0,6.003,5.984,5.984,5.984,-0.004,0.004,0.004,0.004
1422956725395,6.003,-7.518,2.367,-19.009,31.245,14.439,346.015,68.202,36.794,-0.004,0.014,-0.035,82.0,-1.0,0,6.003,6.003,5.984,5.984,-0.004,-0.004,0.004,0.004
1422956725536,6.003,-7.518,2.367,-19.009,31.245,14.439,346.015,68.202,36.794,-0.004,0.014,-0.035,82.0,-1.0,0,6.003,6.003,6.003,5.984,-0.004,-0.004,-0.004,0.004
1422956725610,6.042,-7.49,2.498,-20.546,30.67,13.197,346.015,68.202,36.794,-0.002,0.045,0.005,82.0,-1.0,0,6.003,6.003,6.003,5.984,-0.004,-0.004,-0.004,0.004
1422956727741,5.682,-7.165,3.132,-19.345,30.923,9.103,346.015,68.202,36.794,0.037,0.088,-0.13,83.0,-1.0,0,6.042,6.003,6.003,6.003,-0.002,-0.004,-0.004,-0.004
1422956727745,5.682,-7.165,3.132,-19.345,30.923,9.103,346.015,68.202,36.794,0.037,0.088,-0.13,83.0,-1.0,0,5.682,6.042,6.003,6.003,0.037,-0.002,-0.004,-0.004
1422956727936,5.682,-7.165,3.132,-19.345,30.923,9.103,346.015,68.202,36.794,0.037,0.088,-0.13,83.0,-1.0,0,5.682,5.682,6.042,6.003,0.037,0.037,-0.002,-0.004
1422956727964,6.282,-7.158,2.753,-21.233,31.349,8.887,346.015,68.202,36.794,-0.021,-0.009,-0.023,83.0,-1.0,0,5.682,5.682,5.682,6.003,0.037,0.037,0.037,-0.004
1422956728135,6.282,-7.158,2.753,-21.233,31.349,8.887,346.015,68.202,36.794,-0.021,-0.009,-0.023,83.0,-1.0,0,6.282,5.682,5.682,6.042,-0.021,0.037,0.037,-0.002
1422956728139,6.282,-7.158,2.753,-21.233,31.349,8.887,346.015,68.202,36.794,-0.021,-0.009,-0.023,83.0,-1.0,0,6.282,6.282,5.682,5.682,-0.021,-0.021,0.037,0.037
1422956728335,6.282,-7.158,2.753,-21.233,31.349,8.887,346.015,68.202,36.794,-0.021,-0.009,-0.023,83.0,-1.0,0,6.282,6.282,6.282,5.682,-0.021,-0.021,-0.021,0.037
1422956728339,6.282,-7.158,2.753,-21.233,31.349,8.887,346.015,68.202,36.794,-0.021,-0.009,-0.023,83.0,-1.0,0,6.282,6.282,6.282,5.682,-0.021,-0.021,-0.021,0.037
1422956728536,6.138,-7.173,2.667,-21.062,29.141,11.374,346.015,68.202,36.794,-0.023,0.028,0.022,83.0,-1.0,0,6.282,6.282,6.282,6.282,-0.021,-0.021,-0.021,-0.021
1422956728539,6.138,-7.173,2.667,-21.062,29.141,11.374,346.015,68.202,36.794,-0.023,0.028,0.022,83.0,-1.0,0,6.138,6.282,6.282,6.282,-0.023,-0.021,-0.021,-0.021
1422956728737,6.138,-7.173,2.667,-21.062,29.141,11.374,346.015,68.202,36.794,-0.023,0.028,0.022,83.0,-1.0,0,6.138,6.138,6.282,6.282,-0.023,-0.023,-0.021,-0.021
1422956728741,6.138,-7.173,2.667,-21.062,29.141,11.374,346.015,68.202,36.794,-0.023,0.028,0.022,83.0,-1.0,0,6.138,6.138,6.138,6.282,-0.023,-0.023,-0.023,-0.021
1422956728936,6.12,-7.153,2.694,-20.032,29.48,10.379,346.015,68.202,36.794,0.004,-0.029,0.03,83.0,-1.0,0,6.138,6.138,6.138,6.282,-0.023,-0.023,-0.023,-0.021
1422956728940,6.12,-7.153,2.694,-20.032,29.48,10.379,346.015,68.202,36.794,0.004,-0.029,0.03,83.0,-1.0,0,6.12,6.138,6.138,6.138,0.004,-0.023,-0.023,-0.023
1422956729136,6.12,-7.153,2.694,-20.032,29.48,10.379,346.015,68.202,36.794,0.004,-0.029,0.03,83.0,-1.0,0,6.12,6.12,6.138,6.138,0.004,0.004,-0.023,-0.023
1422956729140,6.12,-7.153,2.694,-20.032,29.48,10.379,346.015,68.202,36.794,0.004,-0.029,0.03,83.0,-1.0,0,6.12,6.12,6.12,6.138,0.004,0.004,0.004,-0.023
1422956729336,6.12,-7.153,2.694,-20.032,29.48,10.379,346.015,68.202,36.794,0.004,-0.029,0.03,83.0,-1.0,0,6.12,6.12,6.12,6.138,0.004,0.004,0.004,-0.023
1422956729340,6.12,-7.153,2.694,-20.032,29.48,10.379,346.015,68.202,36.794,0.004,-0.029,0.03,83.0,-1.0,0,6.12,6.12,6.12,6.12,0.004,0.004,0.004,0.004
1422956729537,6.175,-7.238,2.578,-20.032,29.82,10.379,346.015,68.202,36.794,0.008,-0.029,-0.021,83.0,-1.0,0,6.12,6.12,6.12,6.12,0.004,0.004,0.004,0.004
1422956729541,6.175,-7.238,2.578,-20.032,29.82,10.379,346.015,68.202,36.794,0.008,-0.029,-0.021,83.0,-1.0,0,6.175,6.12,6.12,6.12,0.008,0.004,0.004,0.004
1422956729736,6.175,-7.238,2.578,-20.032,29.82,10.379,346.015,68.202,36.794,0.008,-0.029,-0.021,83.0,-1.0,0,6.175,6.175,6.12,6.12,0.008,0.008,0.004,0.004
1422956729740,6.175,-7.238,2.578,-20.032,29.82,10.379,346.015,68.202,36.794,0.008,-0.029,-0.021,83.0,-1.0,0,6.175,6.175,6.175,6.12,0.008,0.008,0.008,0.004
1422956729942,6.289,-7.122,2.586,-20.889,29.991,10.213,346.015,68.202,36.794,0.008,-0.012,-0.013,83.0,-1.0,0,6.175,6.175,6.175,6.12,0.008,0.008,0.008,0.004
1422956729946,6.289,-7.122,2.586,-20.889,29.991,10.213,346.015,68.202,36.794,0.008,-0.012,-0.013,83.0,-1.0,0,6.289,6.175,6.175,6.175,0.008,0.008,0.008,0.008
1422956730136,6.289,-7.122,2.586,-20.889,29.991,10.213,346.015,68.202,36.794,0.008,-0.012,-0.013,83.0,-1.0,0,6.289,6.289,6.175,6.175,0.008,0.008,0.008,0.008
1422956730140,6.289,-7.122,2.586,-20.889,29.991,10.213,346.015,68.202,36.794,0.008,-0.012,-0.013,83.0,-1.0,0,6.289,6.289,6.289,6.175,0.008,0.008,0.008,0.008
1422956730337,6.3,-7.21,2.634,-19.859,32.03,11.208,346.015,68.202,36.794,0.104,0.0,-0.005,83.0,-1.0,0,6.289,6.289,6.289,6.175,0.008,0.008,0.008,0.008
1422956730340,6.3,-7.21,2.634,-19.859,32.03,11.208,346.015,68.202,36.794,0.104,0.0,-0.005,83.0,-1.0,0,6.3,6.289,6.289,6.289,0.104,0.008,0.008,0.008
1422956730537,6.3,-7.21,2.634,-19.859,32.03,11.208,346.015,68.202,36.794,0.104,0.0,-0.005,83.0,-1.0,0,6.3,6.3,6.289,6.289,0.104,0.104,0.008,0.008
1422956730541,6.3,-7.21,2.634,-19.859,32.03,11.208,346.015,68.202,36.794,0.104,0.0,-0.005,83.0,-1.0,0,6.3,6.3,6.3,6.289,0.104,0.104,0.104,0.008
1422956732936,5.993,-7.17,2.634,-18.658,30.501,8.058,357.928,70.092,39.575,-0.025,0.055,-0.09,84.0,-1.0,0,6.3,6.3,6.3,6.289,0.104,0.104,0.104,0.008
1422956732940,5.993,-7.17,2.634,-18.658,30.501,8.058,357.928,70.092,39.575,-0.025,0.055,-0.09,84.0,-1.0,0,5.993,6.3,6.3,6.3,-0.025,0.104,0.104,0.104
1422956733137,6.353,-7.176,2.474,-19.345,33.899,9.715,357.928,70.092,39.575,-0.052,-0.045,-0.066,84.0,-1.0,0,5.993,5.993,6.3,6.3,-0.025,-0.025,0.104,0.104
1422956733140,6.353,-7.176,2.474,-19.345,33.899,9.715,357.928,70.092,39.575,-0.052,-0.045,-0.066,84.0,-1.0,0,6.353,5.993,5.993,6.3,-0.052,-0.025,-0.025,0.104
1422956733335,6.353,-7.176,2.474,-19.345,33.899,9.715,357.928,70.092,39.575,-0.052,-0.045,-0.066,84.0,-1.0,0,6.353,6.353,5.993,6.3,-0.052,-0.052,-0.025,0.104
1422956733339,6.353,-7.176,2.474,-19.345,33.899,9.715,357.928,70.092,39.575,-0.052,-0.045,-0.066,84.0,-1.0,0,6.353,6.353,6.353,5.993,-0.052,-0.052,-0.052,-0.025
1422956733536,6.372,-7.21,1.972,-18.951,29.623,11.665,357.928,70.092,39.575,0.04,-0.017,0.098,84.0,-1.0,0,6.353,6.353,6.353,5.993,-0.052,-0.052,-0.052,-0.025
1422956733540,6.372,-7.21,1.972,-18.951,29.623,11.665,357.928,70.092,39.575,0.04,-0.017,0.098,84.0,-1.0,0,6.372,6.353,6.353,6.353,0.04,-0.052,-0.052,-0.052
1422956733737,6.372,-7.21,1.972,-18.951,29.623,11.665,357.928,70.092,39.575,0.04,-0.017,0.098,84.0,-1.0,0,6.372,6.372,6.353,6.353,0.04,0.04,-0.052,-0.052
1422956733741,6.372,-7.21,1.972,-18.951,29.623,11.665,357.928,70.092,39.575,0.04,-0.017,0.098,84.0,-1.0,0,6.372,6.372,6.372,6.353,0.04,0.04,0.04,-0.052
1422956733936,5.79,-7.856,2.095,-17.628,30.501,12.038,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,6.372,6.372,6.372,6.353,0.04,0.04,0.04,-0.052
1422956733939,5.79,-7.856,2.095,-17.628,30.501,12.038,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,5.79,6.372,6.372,6.372,-0.034,0.04,0.04,0.04
1422956734136,5.79,-7.856,2.095,-17.628,30.501,12.038,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,5.79,5.79,6.372,6.372,-0.034,-0.034,0.04,0.04
1422956734140,5.79,-7.856,2.095,-17.628,30.501,12.038,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,5.79,5.79,5.79,6.372,-0.034,-0.034,-0.034,0.04
1422956734336,5.79,-7.856,2.095,-17.628,30.501,12.038,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,5.79,5.79,5.79,6.372,-0.034,-0.034,-0.034,0.04
1422956734340,5.79,-7.856,2.095,-17.628,30.501,12.038,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,5.79,5.79,5.79,5.79,-0.034,-0.034,-0.034,-0.034
1422956734536,5.957,-7.54,2.247,-18.126,32.352,10.869,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,5.79,5.79,5.79,5.79,-0.034,-0.034,-0.034,-0.034
1422956734540,5.957,-7.54,2.247,-18.126,32.352,10.869,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,5.957,5.79,5.79,5.79,-0.034,-0.034,-0.034,-0.034
1422956734736,5.957,-7.54,2.247,-18.126,32.352,10.869,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,5.957,5.957,5.79,5.79,-0.034,-0.034,-0.034,-0.034
1422956734740,5.957,-7.54,2.247,-18.126,32.352,10.869,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,5.957,5.957,5.957,5.79,-0.034,-0.034,-0.034,-0.034
1422956734936,6.57,-7.329,2.191,-19.522,31.699,10.564,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,5.957,5.957,5.957,5.79,-0.034,-0.034,-0.034,-0.034
1422956734940,6.57,-7.329,2.191,-19.522,31.699,10.564,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,6.57,5.957,5.957,5.957,-0.034,-0.034,-0.034,-0.034
1422956735139,6.57,-7.329,2.191,-19.522,31.699,10.564,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,6.57,6.57,5.957,5.957,-0.034,-0.034,-0.034,-0.034
1422956735159,6.57,-7.329,2.191,-19.522,31.699,10.564,357.928,70.092,39.575,-0.034,0.019,0.173,84.0,-1.0,0,6.57,6.57,6.57,5.957,-0.034,-0.034,-0.034,-0.034
1422956735336,6.38,-7.277,2.288,-19.078,31.746,11.191,357.928,70.092,39.575,-0.02,0.016,-0.015,84.0,-1.0,0,6.57,6.57,6.57,5.957,-0.034,-0.034,-0.034,-0.034
1422956735339,6.38,-7.277,2.288,-19.078,31.746,11.191,357.928,70.092,39.575,-0.02,0.016,-0.015,84.0,-1.0,0,6.38,6.57,6.57,6.57,-0.02,-0.034,-0.034,-0.034
1422956735537,6.38,-7.277,2.288,-19.078,31.746,11.191,357.928,70.092,39.575,-0.02,0.016,-0.015,84.0,-1.0,0,6.38,6.38,6.57,6.57,-0.02,-0.02,-0.034,-0.034
1422956735541,6.38,-7.277,2.288,-19.078,31.746,11.191,357.928,70.092,39.575,-0.02,0.016,-0.015,84.0,-1.0,0,6.38,6.38,6.38,6.57,-0.02,-0.02,-0.02,-0.034
1422956735736,6.358,-7.217,2.441,-18.626,31.839,11.139,357.928,70.092,39.575,-0.102,0.011,0.067,84.0,-1.0,0,6.38,6.38,6.38,6.57,-0.02,-0.02,-0.02,-0.034
1422956735739,6.358,-7.217,2.441,-18.626,31.839,11.139,357.928,70.092,39.575,-0.102,0.011,0.067,84.0,-1.0,0,6.358,6.38,6.38,6.38,-0.102,-0.02,-0.02,-0.02
1422956737936,6.382,-7.155,2.58,-20.889,29.651,9.882,357.928,70.092,39.575,-0.067,-0.055,0.062,85.0,-1.0,0,6.358,6.358,6.38,6.38,-0.102,-0.102,-0.02,-0.02
1422956737939,6.382,-7.155,2.58,-20.889,29.651,9.882,357.928,70.092,39.575,-0.067,-0.055,0.062,85.0,-1.0,0,6.382,6.358,6.358,6.38,-0.067,-0.102,-0.102,-0.02
1422956738137,6.382,-7.155,2.58,-20.889,29.651,9.882,357.928,70.092,39.575,-0.067,-0.055,0.062,85.0,-1.0,0,6.382,6.382,6.358,6.38,-0.067,-0.067,-0.102,-0.02
1422956738141,6.382,-7.155,2.58,-20.889,29.651,9.882,357.928,70.092,39.575,-0.067,-0.055,0.062,85.0,-1.0,0,6.382,6.382,6.382,6.358,-0.067,-0.067,-0.067,-0.102
1422956738336,6.531,-6.936,2.511,-20.192,27.979,10.349,357.928,70.092,39.575,-0.008,-0.013,-0.001,85.0,-1.0,0,6.382,6.382,6.382,6.358,-0.067,-0.067,-0.067,-0.102
1422956738340,6.531,-6.936,2.511,-20.192,27.979,10.349,357.928,70.092,39.575,-0.008,-0.013,-0.001,85.0,-1.0,0,6.531,6.382,6.382,6.382,-0.008,-0.067,-0.067,-0.067
1422956738536,6.531,-6.936,2.511,-20.192,27.979,10.349,357.928,70.092,39.575,-0.008,-0.013,-0.001,85.0,-1.0,0,6.531,6.531,6.382,6.382,-0.008,-0.008,-0.067,-0.067
1422956738540,6.531,-6.936,2.511,-20.192,27.979,10.349,357.928,70.092,39.575,-0.008,-0.013,-0.001,85.0,-1.0,0,6.531,6.531,6.531,6.382,-0.008,-0.008,-0.008,-0.067
1422956738736,6.531,-6.936,2.511,-20.192,27.979,10.349,357.928,70.092,39.575,-0.008,-0.013,-0.001,85.0,-1.0,0,6.531,6.531,6.531,6.382,-0.008,-0.008,-0.008,-0.067
1422956738741,6.531,-6.936,2.511,-20.192,27.979,10.349,357.928,70.092,39.575,-0.008,-0.013,-0.001,85.0,-1.0,0,6.531,6.531,6.531,6.531,-0.008,-0.008,-0.008,-0.008
1422956738938,6.406,-6.93,2.628,-21.291,30.373,10.497,357.928,70.092,39.575,0.027,-0.012,0.027,85.0,-1.0,0,6.531,6.531,6.531,6.531,-0.008,-0.008,-0.008,-0.008
1422956738941,6.406,-6.93,2.628,-21.291,30.373,10.497,357.928,70.092,39.575,0.027,-0.012,0.027,85.0,-1.0,0,6.406,6.531,6.531,6.531,0.027,-0.008,-0.008,-0.008
1422956739135,6.406,-6.93,2.628,-21.291,30.373,10.497,357.928,70.092,39.575,0.027,-0.012,0.027,85.0,-1.0,0,6.406,6.406,6.531,6.531,0.027,0.027,-0.008,-0.008
1422956739139,6.406,-6.93,2.628,-21.291,30.373,10.497,357.928,70.092,39.575,0.027,-0.012,0.027,85.0,-1.0,0,6.406,6.406,6.406,6.531,0.027,0.027,0.027,-0.008
1422956739337,6.39,-7.025,2.64,-20.642,29.709,11.006,357.928,70.092,39.575,0.028,-0.022,0.016,85.0,-1.0,0,6.406,6.406,6.406,6.531,0.027,0.027,0.027,-0.008
1422956739341,6.39,-7.025,2.64,-20.642,29.709,11.006,357.928,70.092,39.575,0.028,-0.022,0.016,85.0,-1.0,0,6.39,6.406,6.406,6.406,0.028,0.027,0.027,0.027
1422956739581,6.39,-7.025,2.64,-20.642,29.709,11.006,357.928,70.092,39.575,0.028,-0.022,0.016,85.0,-1.0,0,6.39,6.39,6.406,6.406,0.028,0.028,0.027,0.027
1422956739585,6.39,-7.025,2.64,-20.642,29.709,11.006,357.928,70.092,39.575,0.028,-0.022,0.016,85.0,-1.0,0,6.39,6.39,6.39,6.406,0.028,0.028,0.028,0.027
1422956739737,6.39,-7.025,2.64,-20.642,29.709,11.006,357.928,70.092,39.575,0.028,-0.022,0.016,85.0,-1.0,0,6.39,6.39,6.39,6.406,0.028,0.028,0.028,0.027
1422956739793,6.448,-7.008,2.491,-21.233,30.67,11.208,357.928,70.092,39.575,0.028,-0.022,0.016,85.0,-1.0,0,6.39,6.39,6.39,6.39,0.028,0.028,0.028,0.028
1422956740000,6.448,-7.008,2.491,-21.233,30.67,11.208,357.928,70.092,39.575,0.028,-0.022,0.016,85.0,-1.0,0,6.448,6.39,6.39,6.39,0.028,0.028,0.028,0.028
1422956740004,6.448,-7.008,2.491,-21.233,30.67,11.208,357.928,70.092,39.575,0.028,-0.022,0.016,85.0,-1.0,0,6.448,6.448,6.39,6.39,0.028,0.028,0.028,0.028
